"","iphone","iphonedisunc","iphonedisneg","iphoneperpos","iphonedispos","iphonecampos","iphonecamunc","iphoneperneg","iphoneperunc","iphonesentiment.1","iphonesentiment"
"39541",0,0,0,0,0,0,0,0,0,"0","1"
"39542",0,0,0,0,0,0,0,0,0,"0","1"
"39543",1,0,0,0,0,0,0,0,0,"5","6"
"39544",1,0,0,0,0,0,0,0,0,"5","6"
"39545",0,0,0,3,0,0,0,0,0,"0","1"
"39546",1,0,0,0,0,0,0,0,0,"5","6"
"39547",0,0,0,0,0,0,0,0,0,"0","1"
"39548",0,0,0,1,1,0,0,0,0,"0","1"
"39549",4,0,4,0,0,0,0,0,0,"5","6"
"39550",1,0,0,0,0,0,0,0,0,"5","6"
"39551",0,0,0,0,0,0,0,0,0,"0","1"
"39552",0,0,0,0,0,0,0,0,0,"0","1"
"39553",1,0,0,0,0,0,0,0,0,"5","6"
"39554",0,0,0,0,0,0,0,0,0,"0","1"
"39555",1,0,0,0,0,0,0,0,0,"5","6"
"39556",1,1,0,0,0,0,0,0,0,"3","4"
"39557",0,0,0,0,0,0,1,0,0,"0","1"
"39558",0,0,0,0,0,0,1,0,0,"0","1"
"39559",1,1,0,0,1,0,0,0,2,"5","6"
"39560",1,1,0,0,0,0,0,0,0,"3","4"
"39561",1,0,10,0,0,4,0,0,0,"5","6"
"39562",3,0,0,0,0,0,0,0,0,"5","6"
"39563",1,0,0,0,0,0,0,0,0,"5","6"
"39564",1,0,0,0,0,0,0,0,0,"5","6"
"39565",0,0,0,0,0,0,0,0,0,"0","1"
"39566",0,0,0,0,0,0,0,0,0,"0","1"
"39567",0,0,0,0,0,0,1,0,0,"0","1"
"39568",1,0,0,0,0,0,0,0,0,"5","6"
"39569",0,0,1,0,0,0,0,0,0,"0","1"
"39570",0,0,0,0,0,0,0,0,0,"0","1"
"39571",0,0,0,0,0,0,0,0,0,"0","1"
"39572",1,1,0,0,0,0,0,0,0,"3","4"
"39573",1,0,0,0,0,0,0,0,0,"5","6"
"39574",1,0,0,0,0,0,0,0,0,"5","6"
"39575",0,0,0,0,0,0,1,0,0,"0","1"
"39576",1,0,0,0,0,0,0,0,0,"5","6"
"39577",1,0,0,0,0,0,0,0,0,"5","6"
"39578",1,0,0,0,0,0,0,0,0,"5","6"
"39579",0,0,0,0,3,4,0,3,0,"0","1"
"39580",0,0,0,0,0,0,0,1,0,"0","1"
"39581",1,0,0,0,0,0,0,0,0,"5","6"
"39582",1,0,0,0,0,0,0,0,0,"5","6"
"39583",0,0,0,0,0,0,1,0,0,"0","1"
"39584",0,0,0,0,0,0,1,0,0,"0","1"
"39585",0,0,0,0,0,0,0,1,0,"0","1"
"39586",1,0,0,0,0,0,0,0,0,"5","6"
"39587",1,0,0,0,0,0,0,0,0,"5","6"
"39588",0,0,0,0,0,0,0,0,0,"0","1"
"39589",0,0,0,0,0,0,1,0,0,"0","1"
"39590",0,0,0,0,0,0,0,0,0,"0","1"
"39591",0,0,0,3,0,0,0,0,0,"0","1"
"39592",1,1,0,0,0,0,0,0,0,"3","4"
"39593",1,0,0,0,0,0,0,0,0,"5","6"
"39594",0,0,0,0,0,0,0,1,0,"0","1"
"39595",1,0,0,0,0,0,0,0,0,"5","6"
"39596",1,0,0,0,0,0,0,0,0,"5","6"
"39597",2,0,0,0,0,0,0,0,0,"5","6"
"39598",0,0,0,0,0,0,1,0,0,"0","1"
"39599",1,0,0,0,1,0,0,0,0,"3","4"
"39600",1,0,0,0,0,0,0,0,0,"5","6"
"39601",1,0,0,0,1,0,0,0,1,"5","6"
"39602",0,0,0,0,0,0,1,0,0,"0","1"
"39603",0,0,0,3,0,0,0,0,0,"0","1"
"39604",0,0,0,0,0,1,0,0,0,"0","1"
"39605",1,0,0,0,0,0,0,0,0,"5","6"
"39606",1,0,0,0,0,0,0,0,0,"5","6"
"39607",3,1,0,0,0,0,0,0,0,"5","6"
"39608",0,0,0,0,0,0,0,1,0,"0","1"
"39609",0,0,0,0,0,0,0,0,0,"0","1"
"39610",1,0,0,0,0,0,0,0,0,"5","6"
"39611",1,0,0,0,0,0,0,0,0,"5","6"
"39612",0,0,0,3,0,0,0,0,0,"0","1"
"39613",1,0,0,0,0,0,0,0,0,"5","6"
"39614",1,2,0,0,2,0,0,0,5,"5","6"
"39615",1,0,0,0,0,0,0,0,0,"5","6"
"39616",1,1,0,0,0,0,0,0,0,"3","4"
"39617",0,0,0,0,0,0,0,0,0,"0","1"
"39618",0,1,0,0,0,0,0,0,0,"0","1"
"39619",0,0,0,0,0,0,0,0,0,"0","1"
"39620",0,0,2,0,0,1,1,0,0,"0","1"
"39621",2,0,0,0,0,0,0,0,0,"5","6"
"39622",0,0,2,0,0,0,0,0,0,"0","1"
"39623",0,0,0,0,0,0,0,0,0,"0","1"
"39624",1,0,0,0,0,0,0,0,0,"5","6"
"39625",1,0,0,0,0,0,0,0,0,"5","6"
"39626",1,0,0,0,0,0,0,0,0,"5","6"
"39627",0,0,0,1,0,1,1,0,0,"0","1"
"39628",0,0,0,0,0,0,0,0,0,"0","1"
"39629",1,0,0,0,0,0,0,0,0,"5","6"
"39630",0,0,0,3,0,0,0,0,0,"0","1"
"39631",0,0,0,0,0,0,0,0,0,"0","1"
"39632",0,0,0,0,0,0,0,0,0,"0","1"
"39633",0,0,0,0,0,0,0,0,0,"0","1"
"39634",0,0,0,0,0,0,1,0,0,"0","1"
"39635",1,0,0,0,0,0,0,0,0,"5","6"
"39636",1,1,0,0,0,0,0,0,0,"3","4"
"39637",2,0,0,0,1,0,0,0,0,"5","6"
"39638",1,0,0,0,0,0,0,0,0,"5","6"
"39639",0,0,0,0,0,0,0,0,0,"0","1"
"39640",0,0,0,0,0,0,0,0,1,"0","1"
"39641",1,1,0,0,0,0,0,0,0,"3","4"
"39642",0,0,0,0,0,0,0,0,0,"0","1"
"39643",0,0,0,0,0,0,0,0,0,"0","1"
"39644",0,0,0,0,0,0,0,0,0,"0","1"
"39645",0,0,0,0,0,0,0,0,0,"0","1"
"39646",2,0,0,0,0,0,0,0,1,"5","6"
"39647",1,0,0,0,0,0,0,0,0,"5","6"
"39648",0,0,0,0,0,0,0,6,0,"0","1"
"39649",0,0,0,16,0,0,0,0,0,"0","1"
"39650",1,1,0,0,1,0,0,0,0,"3","4"
"39651",1,0,0,0,0,0,0,0,0,"5","6"
"39652",0,0,0,0,0,0,0,1,0,"0","1"
"39653",1,0,0,0,0,0,0,0,0,"5","6"
"39654",0,0,0,0,0,0,0,0,0,"0","1"
"39655",0,0,0,0,0,0,1,0,0,"0","1"
"39656",0,0,0,0,0,0,0,0,0,"0","1"
"39657",1,0,0,0,1,0,0,0,0,"3","4"
"39658",1,0,0,0,0,0,0,0,0,"5","6"
"39659",0,0,0,0,0,0,0,0,0,"0","1"
"39660",1,0,0,0,0,0,0,0,1,"5","6"
"39661",1,1,0,0,0,0,0,0,0,"3","4"
"39662",0,0,10,0,0,0,0,0,0,"0","1"
"39663",1,0,0,0,1,0,0,0,0,"3","4"
"39664",0,0,0,0,0,0,0,0,0,"0","1"
"39665",0,0,0,0,0,0,0,0,0,"0","1"
"39666",0,0,0,0,0,0,0,0,1,"0","1"
"39667",0,0,0,0,0,0,0,0,0,"0","1"
"39668",1,0,0,0,0,0,0,0,0,"5","6"
"39669",0,0,0,0,0,0,0,0,0,"0","1"
"39670",0,0,0,0,0,0,0,0,0,"0","1"
"39671",0,0,0,0,0,0,0,0,0,"0","1"
"39672",1,0,0,0,0,0,0,0,0,"5","6"
"39673",1,0,0,0,0,0,0,0,0,"5","6"
"39674",5,1,0,0,1,0,0,0,0,"3","4"
"39675",0,0,0,0,1,0,0,0,0,"0","1"
"39676",2,0,0,0,0,0,0,0,0,"5","6"
"39677",2,1,0,0,0,0,0,0,3,"5","6"
"39678",0,0,0,0,0,0,0,0,0,"0","1"
"39679",1,0,0,0,0,0,0,0,0,"5","6"
"39680",0,0,0,3,0,0,0,0,0,"0","1"
"39681",0,0,0,0,0,0,0,0,0,"0","1"
"39682",1,0,0,0,0,0,0,0,0,"5","6"
"39683",1,1,0,0,1,0,0,0,0,"3","4"
"39684",0,0,0,0,0,0,0,0,0,"0","1"
"39685",1,0,0,0,2,0,0,0,0,"3","4"
"39686",0,0,0,0,0,0,0,0,0,"0","1"
"39687",0,0,0,0,0,0,0,0,0,"0","1"
"39688",0,0,0,0,0,0,0,0,0,"0","1"
"39689",0,0,0,0,0,0,0,0,0,"0","1"
"39690",2,2,0,0,0,0,0,0,5,"5","6"
"39691",1,0,0,0,0,0,0,0,0,"5","6"
"39692",0,0,0,2,0,0,0,0,0,"0","1"
"39693",1,0,0,0,0,0,0,0,0,"5","6"
"39694",1,0,0,0,0,0,0,0,0,"5","6"
"39695",0,0,2,0,0,0,0,0,0,"0","1"
"39696",0,0,0,0,0,0,1,0,0,"0","1"
"39697",1,0,0,0,0,0,0,0,0,"5","6"
"39698",0,0,0,0,0,0,0,0,0,"0","1"
"39699",0,0,0,1,0,0,0,0,0,"0","1"
"39700",0,0,0,1,0,0,0,0,0,"0","1"
"39701",0,0,1,0,0,0,0,0,0,"0","1"
"39702",2,0,0,0,0,0,0,0,0,"5","6"
"39703",1,2,0,0,0,0,0,0,0,"3","4"
"39704",0,0,1,6,0,0,1,0,0,"0","1"
"39705",1,0,0,0,0,0,0,0,0,"5","6"
"39706",0,0,0,3,0,0,0,0,0,"0","1"
"39707",0,0,0,9,0,0,0,0,0,"0","1"
"39708",1,0,10,0,0,4,0,0,0,"5","6"
"39709",0,0,0,0,0,0,0,0,0,"0","1"
"39710",3,0,0,0,0,0,0,0,0,"5","6"
"39711",1,0,0,0,0,0,0,0,0,"5","6"
"39712",0,0,0,0,3,0,0,0,0,"0","1"
"39713",0,0,0,0,0,0,0,1,0,"0","1"
"39714",3,0,0,0,0,0,0,0,0,"5","6"
"39715",0,0,10,0,0,0,0,0,0,"0","1"
"39716",2,2,0,0,4,0,0,0,1,"5","6"
"39717",1,0,0,0,0,0,0,0,0,"5","6"
"39718",1,0,0,0,0,0,0,0,0,"5","6"
"39719",0,0,0,0,0,0,0,0,0,"0","1"
"39720",1,0,0,0,0,0,0,0,0,"5","6"
"39721",0,0,0,0,0,0,0,0,0,"0","1"
"39722",0,0,3,0,0,0,0,0,0,"0","1"
"39723",0,0,0,0,0,0,0,4,0,"0","1"
"39724",0,0,0,2,0,0,0,0,0,"0","1"
"39725",1,0,0,0,0,0,0,0,0,"5","6"
"39726",0,0,1,0,0,0,0,0,0,"0","1"
"39727",0,0,0,0,0,0,0,0,0,"0","1"
"39728",0,0,0,0,0,1,1,0,0,"0","1"
"39729",1,0,0,0,0,0,0,0,0,"5","6"
"39730",1,0,0,0,0,0,0,0,0,"5","6"
"39731",0,0,0,0,0,0,0,0,0,"0","1"
"39732",1,0,0,0,0,4,0,3,0,"5","6"
"39733",0,0,0,0,0,0,0,0,0,"0","1"
"39734",0,0,0,2,2,0,0,0,0,"0","1"
"39735",0,0,0,0,0,0,0,0,0,"0","1"
"39736",1,0,0,0,0,0,0,0,0,"5","6"
"39737",1,0,0,0,0,0,0,0,0,"5","6"
"39738",3,1,0,0,0,0,0,0,0,"5","6"
"39739",1,0,0,0,0,0,0,0,0,"5","6"
"39740",0,0,0,0,0,0,0,0,0,"0","1"
"39741",1,0,0,0,0,0,0,0,0,"5","6"
"39742",0,0,2,0,0,0,0,0,0,"0","1"
"39743",0,0,0,0,0,0,0,0,0,"0","1"
"39744",1,0,0,0,0,0,0,0,0,"5","6"
"39745",0,1,0,0,0,0,0,0,0,"0","1"
"39746",1,0,0,0,0,0,0,0,0,"5","6"
"39747",0,0,0,3,0,0,0,0,0,"0","1"
"39748",0,0,0,0,0,0,0,0,0,"0","1"
"39749",0,0,0,0,0,1,0,0,0,"0","1"
"39750",1,0,0,0,0,0,0,0,0,"5","6"
"39751",0,0,0,0,0,0,0,0,0,"0","1"
"39752",0,0,0,0,0,0,0,0,0,"0","1"
"39753",0,0,0,0,0,1,0,0,0,"0","1"
"39754",0,0,0,0,0,0,1,0,0,"0","1"
"39755",1,0,0,0,0,0,0,0,5,"5","6"
"39756",0,0,0,0,0,1,0,0,0,"0","1"
"39757",0,0,0,0,0,0,0,1,0,"0","1"
"39758",1,0,0,0,0,4,0,3,0,"5","6"
"39759",1,0,0,0,0,0,0,0,0,"5","6"
"39760",1,0,0,0,0,0,0,0,0,"5","6"
"39761",0,0,0,0,0,0,0,0,0,"0","1"
"39762",0,0,0,0,0,0,0,1,0,"0","1"
"39763",1,0,0,0,0,0,0,0,0,"5","6"
"39764",1,1,0,0,0,0,0,0,0,"3","4"
"39765",0,0,0,3,0,0,0,0,0,"0","1"
"39766",1,0,0,0,0,0,0,0,0,"5","6"
"39767",1,0,0,0,0,0,0,0,0,"5","6"
"39768",1,0,0,0,0,0,0,0,0,"5","6"
"39769",3,0,0,0,0,0,0,0,0,"5","6"
"39770",1,0,0,0,0,0,0,0,0,"5","6"
"39771",1,0,0,0,0,0,0,0,0,"5","6"
"39772",0,0,0,0,0,0,0,0,0,"0","1"
"39773",1,0,0,0,0,0,0,0,0,"5","6"
"39774",0,0,0,0,0,0,0,0,0,"0","1"
"39775",1,0,0,0,0,0,0,0,0,"5","6"
"39776",1,0,0,0,0,0,0,0,0,"5","6"
"39777",1,0,0,0,0,0,0,0,0,"5","6"
"39778",1,0,0,0,0,0,0,0,0,"5","6"
"39779",0,0,0,5,0,0,0,0,0,"0","1"
"39780",0,0,0,0,0,0,0,1,0,"0","1"
"39781",1,0,0,0,0,0,0,0,0,"5","6"
"39782",1,0,0,0,0,0,0,0,0,"5","6"
"39783",1,0,0,0,0,0,0,0,0,"5","6"
"39784",0,0,0,0,3,0,0,0,0,"0","1"
"39785",0,0,0,0,0,0,0,1,0,"0","1"
"39786",1,0,0,0,0,0,0,0,0,"5","6"
"39787",1,0,0,0,0,0,0,0,0,"5","6"
"39788",1,0,0,0,0,0,0,0,0,"5","6"
"39789",0,0,0,0,0,0,1,0,0,"0","1"
"39790",0,0,0,0,0,1,0,0,0,"0","1"
"39791",0,0,0,0,3,0,0,0,0,"0","1"
"39792",0,0,10,0,0,0,0,0,0,"0","1"
"39793",0,0,2,0,0,0,0,0,0,"0","1"
"39794",2,0,0,0,0,0,0,0,0,"5","6"
"39795",0,0,0,0,0,0,0,0,0,"0","1"
"39796",0,0,0,0,0,0,0,0,0,"0","1"
"39797",0,0,0,0,0,0,0,0,0,"0","1"
"39798",0,0,0,4,0,0,0,0,0,"0","1"
"39799",0,0,0,0,0,0,0,1,0,"0","1"
"39800",1,0,0,0,0,0,0,0,0,"5","6"
"39801",1,0,0,0,0,0,0,0,0,"5","6"
"39802",1,0,0,0,0,0,0,0,0,"5","6"
"39803",1,0,0,0,0,0,0,0,0,"5","6"
"39804",0,0,0,0,3,0,0,3,0,"0","1"
"39805",2,0,0,0,0,0,0,0,0,"5","6"
"39806",1,0,0,0,0,0,0,0,0,"5","6"
"39807",0,0,0,0,2,0,0,0,0,"0","1"
"39808",0,0,2,0,0,0,0,0,0,"0","1"
"39809",1,1,0,0,0,0,0,0,0,"3","4"
"39810",0,0,0,0,0,0,0,0,0,"0","1"
"39811",0,0,0,0,0,0,0,0,0,"0","1"
"39812",0,0,0,0,0,0,0,0,0,"0","1"
"39813",0,0,0,0,0,0,0,0,0,"0","1"
"39814",1,0,0,0,0,0,0,0,0,"5","6"
"39815",1,0,0,0,0,0,0,0,0,"5","6"
"39816",0,0,2,0,0,0,0,0,0,"0","1"
"39817",0,0,0,3,0,0,0,0,0,"0","1"
"39818",1,0,0,0,0,0,0,0,0,"5","6"
"39819",0,0,0,0,0,0,0,0,0,"0","1"
"39820",0,0,0,0,0,0,0,0,0,"0","1"
"39821",1,0,0,0,0,0,0,0,0,"5","6"
"39822",1,0,0,0,0,0,0,0,0,"5","6"
"39823",0,0,0,0,0,0,0,1,0,"0","1"
"39824",1,1,0,0,0,0,0,0,0,"3","4"
"39825",1,0,0,0,0,0,0,0,0,"5","6"
"39826",0,0,1,0,0,0,0,0,0,"0","1"
"39827",0,0,0,0,0,0,0,0,0,"0","1"
"39828",0,0,0,0,0,0,0,0,0,"0","1"
"39829",0,0,0,0,0,0,0,0,0,"0","1"
"39830",0,0,0,0,0,0,0,0,0,"0","1"
"39831",1,0,0,0,0,0,0,0,0,"5","6"
"39832",1,0,0,0,0,0,0,0,0,"5","6"
"39833",1,0,10,0,0,4,0,0,0,"5","6"
"39834",1,0,10,0,0,4,0,0,0,"5","6"
"39835",1,0,0,0,0,0,0,0,0,"5","6"
"39836",0,0,0,0,0,0,0,0,0,"0","1"
"39837",0,0,0,0,0,0,0,0,0,"0","1"
"39838",0,0,0,0,0,0,0,1,0,"0","1"
"39839",0,0,0,0,0,0,0,0,0,"0","1"
"39840",1,0,0,0,1,0,0,0,0,"3","4"
"39841",0,0,0,0,0,0,0,0,0,"0","1"
"39842",0,0,0,0,0,0,0,0,0,"0","1"
"39843",0,0,10,0,0,0,0,0,0,"0","1"
"39844",0,0,1,0,0,0,0,0,0,"0","1"
"39845",1,0,0,0,0,0,0,0,0,"5","6"
"39846",1,0,0,0,0,0,0,0,0,"5","6"
"39847",0,0,0,0,0,0,0,0,0,"0","1"
"39848",0,0,0,0,0,0,1,0,0,"0","1"
"39849",0,0,0,0,0,0,1,0,0,"0","1"
"39850",2,0,0,0,0,0,0,0,0,"5","6"
"39851",0,0,0,15,0,3,0,0,0,"0","1"
"39852",1,0,0,0,0,0,0,0,0,"5","6"
"39853",1,0,0,0,0,0,0,0,0,"5","6"
"39854",1,0,0,0,0,4,0,3,0,"5","6"
"39855",1,0,0,0,0,0,0,0,0,"5","6"
"39856",5,0,0,0,0,0,0,0,0,"5","6"
"39857",1,0,0,0,0,0,0,0,0,"5","6"
"39858",1,0,0,0,0,0,0,0,0,"5","6"
"39859",0,0,0,0,0,0,0,1,0,"0","1"
"39860",12,0,0,0,0,0,0,0,0,"5","6"
"39861",0,0,0,0,0,0,0,0,0,"0","1"
"39862",1,0,0,0,0,0,0,0,0,"5","6"
"39863",2,0,0,0,0,0,0,0,0,"5","6"
"39864",1,0,0,0,0,0,0,0,0,"5","6"
"39865",1,0,0,0,0,0,0,0,0,"5","6"
"39866",1,0,0,0,0,0,0,0,0,"5","6"
"39867",0,0,0,0,0,0,0,0,0,"0","1"
"39868",0,0,0,0,0,0,1,0,0,"0","1"
"39869",1,0,0,0,0,0,0,0,0,"5","6"
"39870",1,0,10,0,0,4,0,3,0,"5","6"
"39871",1,0,10,0,0,0,0,0,0,"5","6"
"39872",0,0,0,0,0,0,1,0,0,"0","1"
"39873",1,0,0,0,0,0,0,0,0,"5","6"
"39874",0,0,0,0,0,0,0,0,0,"0","1"
"39875",1,0,0,0,0,0,0,0,0,"5","6"
"39876",1,0,0,0,0,0,0,0,0,"5","6"
"39877",0,0,0,0,1,0,0,0,0,"0","1"
"39878",1,1,0,0,0,0,0,0,0,"3","4"
"39879",1,0,0,0,0,0,0,0,0,"5","6"
"39880",0,0,0,0,0,0,0,0,0,"0","1"
"39881",1,0,0,0,0,0,0,0,0,"5","6"
"39882",0,0,0,0,3,0,0,0,0,"0","1"
"39883",1,0,0,0,0,0,0,0,0,"5","6"
"39884",0,0,0,0,0,0,0,0,0,"0","1"
"39885",0,0,0,0,0,0,0,0,0,"0","1"
"39886",1,0,0,0,0,0,0,0,0,"5","6"
"39887",0,0,0,0,0,0,0,0,0,"0","1"
"39888",0,0,0,0,0,0,0,1,0,"0","1"
"39889",0,0,0,0,0,0,0,0,0,"0","1"
"39890",1,0,0,0,0,0,0,0,0,"5","6"
"39891",0,0,0,0,0,0,0,0,0,"0","1"
"39892",2,0,1,0,0,0,0,0,0,"5","6"
"39893",1,0,0,0,0,0,0,0,0,"5","6"
"39894",0,0,0,0,0,0,0,0,0,"0","1"
"39895",1,0,0,0,0,0,0,0,0,"5","6"
"39896",0,0,0,0,0,0,0,0,0,"0","1"
"39897",0,0,0,1,3,0,0,0,0,"0","1"
"39898",0,0,0,0,0,0,0,0,0,"0","1"
"39899",0,0,0,1,0,0,0,0,0,"0","1"
"39900",0,0,0,0,0,0,0,1,0,"0","1"
"39901",1,0,0,0,0,0,0,0,0,"5","6"
"39902",0,0,0,0,0,0,1,0,0,"0","1"
"39903",1,2,0,0,8,0,0,0,2,"5","6"
"39904",0,0,10,0,0,0,0,0,0,"0","1"
"39905",0,0,0,0,0,0,0,0,0,"0","1"
"39906",0,0,0,0,0,0,1,0,0,"0","1"
"39907",1,0,0,0,0,0,0,0,0,"5","6"
"39908",0,0,0,0,0,0,0,0,0,"0","1"
"39909",0,0,0,0,0,0,0,0,0,"0","1"
"39910",0,0,0,0,0,0,1,0,0,"0","1"
"39911",0,0,0,0,0,0,0,1,0,"0","1"
"39912",0,0,1,0,0,0,0,0,0,"0","1"
"39913",1,0,0,0,0,0,0,0,0,"5","6"
"39914",0,0,0,0,1,0,0,0,0,"0","1"
"39915",0,1,0,0,0,0,0,0,0,"0","1"
"39916",0,0,0,0,0,0,1,0,0,"0","1"
"39917",0,0,0,3,0,0,0,0,0,"0","1"
"39918",0,0,0,2,0,0,0,0,0,"0","1"
"39919",0,0,0,0,0,0,0,1,0,"0","1"
"39920",0,0,0,1,0,0,0,0,0,"0","1"
"39921",1,0,0,0,0,0,0,0,0,"5","6"
"39922",1,0,0,0,0,0,0,0,0,"5","6"
"39923",1,0,0,0,0,0,0,0,0,"5","6"
"39924",1,1,0,0,0,0,0,0,0,"3","4"
"39925",0,0,0,0,4,0,0,0,8,"0","1"
"39926",0,0,2,0,0,0,0,0,3,"0","1"
"39927",1,0,0,0,0,0,0,0,0,"5","6"
"39928",1,0,0,0,0,0,0,0,0,"5","6"
"39929",0,0,0,0,0,0,0,0,0,"0","1"
"39930",0,0,0,0,2,0,0,0,0,"0","1"
"39931",0,0,0,3,0,0,0,0,0,"0","1"
"39932",1,0,0,0,0,0,0,0,0,"5","6"
"39933",1,0,0,0,0,0,0,0,0,"5","6"
"39934",1,0,0,0,0,0,0,0,0,"5","6"
"39935",0,0,0,0,0,0,0,0,0,"0","1"
"39936",0,0,0,0,0,0,0,0,0,"0","1"
"39937",0,0,0,1,0,0,0,0,0,"0","1"
"39938",0,0,0,0,0,0,0,0,0,"0","1"
"39939",1,1,0,0,0,0,0,0,0,"3","4"
"39940",1,1,0,0,0,0,0,0,0,"3","4"
"39941",1,0,0,0,0,0,0,0,0,"5","6"
"39942",1,0,0,0,0,0,0,0,0,"5","6"
"39943",0,0,0,0,0,0,0,1,0,"0","1"
"39944",0,0,0,0,0,0,0,0,0,"0","1"
"39945",1,0,0,0,0,0,0,0,0,"5","6"
"39946",0,0,0,0,3,0,0,4,0,"0","1"
"39947",0,0,0,0,0,0,0,1,0,"0","1"
"39948",0,0,0,0,0,0,0,4,0,"0","1"
"39949",0,0,0,0,0,0,0,0,0,"0","1"
"39950",0,0,0,0,0,0,0,0,0,"0","1"
"39951",1,1,0,0,0,0,0,0,0,"3","4"
"39952",1,0,0,0,0,0,0,0,0,"5","6"
"39953",0,0,0,0,0,0,0,0,0,"0","1"
"39954",0,0,0,0,0,0,0,0,0,"0","1"
"39955",0,0,10,0,0,0,0,0,0,"0","1"
"39956",1,0,0,0,0,0,0,0,0,"5","6"
"39957",0,0,0,0,0,4,0,3,0,"0","1"
"39958",0,0,0,0,0,0,0,0,0,"0","1"
"39959",0,0,0,0,0,0,0,0,0,"0","1"
"39960",0,0,0,0,0,0,0,0,0,"0","1"
"39961",1,0,0,0,0,0,0,0,0,"5","6"
"39962",1,0,0,0,0,0,0,0,0,"5","6"
"39963",1,0,0,0,0,0,0,0,0,"5","6"
"39964",1,0,0,0,0,0,0,0,0,"5","6"
"39965",1,0,0,0,0,0,0,0,0,"5","6"
"39966",1,0,0,0,0,0,0,0,0,"5","6"
"39967",3,0,0,0,0,0,0,0,0,"5","6"
"39968",1,6,0,0,0,0,0,0,1,"5","6"
"39969",0,0,0,1,0,1,1,0,0,"0","1"
"39970",3,0,0,0,0,0,0,0,2,"5","6"
"39971",1,0,0,0,0,0,0,0,0,"5","6"
"39972",1,1,0,0,1,0,0,0,2,"5","6"
"39973",1,0,0,0,0,0,0,0,0,"5","6"
"39974",1,0,0,0,0,0,0,0,0,"5","6"
"39975",0,0,0,0,0,0,0,2,0,"0","1"
"39976",1,0,0,0,0,0,0,0,0,"5","6"
"39977",0,0,0,0,0,0,0,0,0,"0","1"
"39978",1,0,0,0,0,0,0,0,0,"5","6"
"39979",0,0,10,0,0,0,0,0,0,"0","1"
"39980",1,0,0,0,0,0,0,0,0,"5","6"
"39981",0,0,0,0,0,0,0,0,0,"0","1"
"39982",1,0,0,0,0,0,0,0,0,"5","6"
"39983",0,0,0,0,0,0,1,0,0,"0","1"
"39984",0,0,0,2,0,0,0,0,0,"0","1"
"39985",0,0,0,0,1,0,0,0,0,"0","1"
"39986",0,0,0,0,0,0,0,0,0,"0","1"
"39987",0,0,0,1,0,0,0,0,0,"0","1"
"39988",1,0,0,0,0,0,0,0,0,"5","6"
"39989",1,0,0,0,0,0,0,0,0,"5","6"
"39990",1,0,0,0,0,0,0,0,0,"5","6"
"39991",0,0,0,0,0,0,0,0,0,"0","1"
"39992",1,0,0,0,0,0,0,0,0,"5","6"
"39993",1,1,0,0,0,0,0,0,0,"3","4"
"39994",0,0,1,1,0,0,0,0,0,"0","1"
"39995",0,0,0,0,0,0,0,0,0,"0","1"
"39996",0,0,0,0,0,0,0,0,0,"0","1"
"39997",0,0,0,0,0,0,0,0,0,"0","1"
"39998",1,0,0,0,2,0,0,0,2,"5","6"
"39999",0,0,0,0,0,0,0,0,0,"0","1"
"40000",0,0,4,0,0,4,4,0,0,"0","1"
"40001",1,0,0,0,0,0,0,0,0,"5","6"
"40002",2,4,0,0,0,0,0,0,0,"3","4"
"40003",2,2,0,0,2,0,0,0,2,"5","6"
"40004",1,1,0,0,0,0,0,0,0,"3","4"
"40005",0,0,0,0,0,0,1,0,0,"0","1"
"40006",0,1,0,0,0,0,0,0,0,"0","1"
"40007",0,0,0,0,0,0,0,0,0,"0","1"
"40008",0,0,0,0,0,0,0,0,0,"0","1"
"40009",8,0,0,0,0,0,0,0,0,"5","6"
"40010",0,0,0,0,0,0,0,0,0,"0","1"
"40011",0,0,0,1,0,0,0,0,0,"0","1"
"40012",1,0,0,0,0,0,0,0,0,"5","6"
"40013",1,0,0,0,0,0,0,0,0,"5","6"
"40014",1,0,0,0,0,0,0,0,0,"5","6"
"40015",0,0,0,0,0,0,0,0,0,"0","1"
"40016",1,1,0,0,0,0,0,0,0,"3","4"
"40017",0,0,0,0,0,0,0,0,0,"0","1"
"40018",0,0,0,0,0,0,0,1,0,"0","1"
"40019",2,0,0,0,0,0,0,0,0,"5","6"
"40020",1,0,0,0,0,0,0,0,0,"5","6"
"40021",1,0,0,0,0,0,0,0,0,"5","6"
"40022",0,0,0,0,0,1,0,0,0,"0","1"
"40023",0,0,0,0,0,0,0,0,0,"0","1"
"40024",1,1,0,0,0,0,0,0,0,"3","4"
"40025",1,0,0,0,6,0,0,0,6,"5","6"
"40026",0,0,1,0,0,0,0,0,0,"0","1"
"40027",1,0,0,0,0,0,0,0,0,"5","6"
"40028",0,0,1,0,0,0,0,0,0,"0","1"
"40029",1,0,0,0,0,0,0,0,0,"5","6"
"40030",1,0,0,0,0,0,0,0,0,"5","6"
"40031",0,0,0,1,0,2,1,0,0,"0","1"
"40032",0,0,0,0,0,0,2,0,0,"0","1"
"40033",0,0,0,0,0,0,0,0,0,"0","1"
"40034",0,0,0,0,0,0,0,0,0,"0","1"
"40035",0,0,0,0,0,0,0,0,0,"0","1"
"40036",0,0,0,0,0,0,0,0,0,"0","1"
